Date_time,No.of Black_listed_IPs
2017-08-13_2115,9707
2017-08-13_2130,9707
2017-08-13_2145,9707
2017-08-13_2200,9707
2017-08-13_2215,9707
2017-08-13_2230,9707
2017-08-13_2245,9707
2017-08-13_2300,9707
2017-08-13_2315,9709
2017-08-13_2330,9709
2017-08-13_2345,9709
2017-08-14_0000,9709
2017-08-14_0015,9709
2017-08-14_0030,9709
2017-08-14_0045,9710
2017-08-14_0100,9710
2017-08-14_0115,9707
2017-08-14_0130,9707
2017-08-14_0145,9707
2017-08-14_0200,9707
2017-08-14_0215,9707
2017-08-14_0230,9707
2017-08-14_0245,9707
2017-08-14_0300,9707
2017-08-14_0315,9706
2017-08-14_0330,9706
2017-08-14_0345,9706
2017-08-14_0400,9706
2017-08-14_0415,9706
2017-08-14_0430,9706
2017-08-14_0445,9706
2017-08-14_0500,9706
2017-08-14_0515,9706
2017-08-14_0530,9708
2017-08-14_0545,9708
2017-08-14_0600,9708
2017-08-14_0615,9709
2017-08-14_0630,9708
2017-08-14_0645,9707
2017-08-14_0700,9707
2017-08-14_0715,9708
2017-08-14_0730,9708
2017-08-14_0745,9708
2017-08-14_0800,9709
2017-08-14_0815,9709
2017-08-14_0830,9709
2017-08-14_0845,9709
2017-08-14_0900,9709
2017-08-14_0915,9716
2017-08-14_0930,9716
2017-08-14_0945,9716
2017-08-14_1000,9716
2017-08-14_1015,9716
2017-08-14_1030,9716
2017-08-14_1045,9716
2017-08-14_1100,9716
2017-08-14_1115,9718
2017-08-14_1130,9718
2017-08-14_1145,9718
2017-08-14_1200,9718
2017-08-14_1215,9718
2017-08-14_1230,9718
2017-08-14_1245,9718
2017-08-14_1300,9718
2017-08-14_1315,9720
2017-08-14_1330,9720
2017-08-14_1345,9720
2017-08-14_1400,9720
2017-08-14_1415,9720
2017-08-14_1430,9720
2017-08-14_1445,9720
2017-08-14_1500,9720
2017-08-14_1515,9721
2017-08-14_1530,9721
2017-08-14_1545,9721
2017-08-14_1600,9721
2017-08-14_1615,9721
2017-08-14_1630,9721
2017-08-14_1645,9721
2017-08-14_1700,9721
2017-08-14_1715,9719
2017-08-14_1730,9719
2017-08-14_1745,9719
2017-08-14_1800,9719
2017-08-14_1815,9720
2017-08-14_1830,9720
2017-08-14_1845,9720
2017-08-14_1900,9720
2017-08-14_1915,9728
2017-08-14_1930,9728
2017-08-14_1945,9728
2017-08-14_2000,9728
2017-08-14_2015,9728
2017-08-14_2030,9728
2017-08-14_2045,9728
2017-08-14_2100,9728
2017-08-14_2115,9723
2017-08-14_2130,9723
2017-08-14_2145,9723
2017-08-14_2200,9723
2017-08-14_2215,9723
2017-08-14_2230,9723
2017-08-14_2245,10584
2017-08-14_2300,10584
2017-08-14_2315,10592
2017-08-14_2330,10592
2017-08-14_2345,10592
2017-08-15_0000,10592
2017-08-15_0015,10592
2017-08-15_0030,10592
2017-08-15_0045,10592
2017-08-15_0100,10592
2017-08-15_0115,10590
2017-08-15_0130,10590
2017-08-15_0145,10590
2017-08-15_0200,10590
2017-08-15_0215,10589
2017-08-15_0230,10589
2017-08-15_0245,10589
2017-08-15_0300,10589
2017-08-15_0315,10585
2017-08-15_0330,10585
2017-08-15_0345,10585
2017-08-15_0400,10585
2017-08-15_0415,10585
2017-08-15_0430,10585
2017-08-15_0445,10585
2017-08-15_0500,10586
2017-08-15_0515,10589
2017-08-15_0530,10589
2017-08-15_0545,10589
2017-08-15_0600,10589
2017-08-15_0615,10589
2017-08-15_0630,10589
2017-08-15_0645,10589
2017-08-15_0700,10589
2017-08-15_0715,10588
2017-08-15_0730,10588
2017-08-15_0745,10588
2017-08-15_0800,10588
2017-08-15_0815,10588
2017-08-15_0830,10588
2017-08-15_0845,10588
2017-08-15_0900,10588
2017-08-15_0915,10593
2017-08-15_0930,10593
2017-08-15_0945,10593
2017-08-15_1000,10593
2017-08-15_1015,10593
2017-08-15_1030,10593
2017-08-15_1045,10593
2017-08-15_1100,10593
2017-08-15_1115,10597
2017-08-15_1130,10597
2017-08-15_1145,10597
2017-08-15_1200,10597
2017-08-15_1215,10597
2017-08-15_1230,10597
2017-08-15_1245,10597
2017-08-15_1300,10597
2017-08-15_1315,10596
2017-08-15_1330,10596
2017-08-15_1345,10596
2017-08-15_1400,10596
2017-08-15_1415,10596
2017-08-15_1430,10596
2017-08-15_1445,10596
2017-08-15_1500,10596
2017-08-15_1515,10598
2017-08-15_1530,10598
2017-08-15_1546,10598
2017-08-15_1600,10598
2017-08-15_1615,10598
2017-08-15_1630,10599
2017-08-15_1645,10599
2017-08-15_1700,10599
2017-08-15_1715,10600
2017-08-15_1730,10600
2017-08-15_1745,10600
2017-08-15_1800,10600
2017-08-15_1815,10600
2017-08-15_1830,10600
2017-08-15_1845,10600
2017-08-15_1900,10600
2017-08-15_1915,10596
2017-08-15_1930,10596
2017-08-15_1945,10596
2017-08-15_2000,11452
2017-08-15_2015,11452
2017-08-15_2030,11452
2017-08-15_2045,11452
2017-08-15_2100,11452
2017-08-15_2115,11455
2017-08-15_2130,11455
2017-08-15_2145,11455
2017-08-15_2200,11455
2017-08-15_2215,11455
2017-08-15_2230,11455
2017-08-15_2245,11455
2017-08-15_2300,11455
2017-08-15_2315,11453
2017-08-15_2330,11453
2017-08-15_2345,11453
2017-08-16_0000,11453
2017-08-16_0015,11453
2017-08-16_0030,11453
2017-08-16_0045,11453
2017-08-16_0100,11453
2017-08-16_0115,11451
2017-08-16_0130,11451
2017-08-16_0145,11451
2017-08-16_0200,11451
2017-08-16_0215,11451
2017-08-16_0230,11451
2017-08-16_0245,11451
2017-08-16_0300,11451
2017-08-16_0315,11450
2017-08-16_0330,11451
2017-08-16_0345,11451
2017-08-16_0400,11451
2017-08-16_0415,11451
2017-08-16_0430,11451
2017-08-16_0445,11451
2017-08-16_0500,11451
2017-08-16_0515,11444
2017-08-16_0530,11444
2017-08-16_0545,11444
2017-08-16_0600,11444
2017-08-16_0615,11444
2017-08-16_0630,11444
2017-08-16_0645,11444
2017-08-16_0700,11444
2017-08-16_0715,11442
2017-08-16_0730,11443
2017-08-16_0745,11443
2017-08-16_0800,11443
2017-08-16_0815,11443
2017-08-16_0830,11444
2017-08-16_0845,11444
2017-08-16_0900,11444
2017-08-16_0915,11445
2017-08-16_0930,11445
2017-08-16_0945,11445
2017-08-16_1000,11445
2017-08-16_1015,11445
2017-08-16_1030,11445
2017-08-16_1045,11445
2017-08-16_1100,11445
2017-08-16_1115,11442
2017-08-16_1130,11442
2017-08-16_1145,11443
2017-08-16_1200,11443
2017-08-16_1215,11443
2017-08-16_1230,11443
2017-08-16_1245,11444
2017-08-16_1300,11445
2017-08-16_1315,11448
2017-08-16_1330,11448
2017-08-16_1345,11450
2017-08-16_1400,11450
2017-08-16_1415,11450
2017-08-16_1430,11450
2017-08-16_1445,11450
2017-08-16_1500,11450
2017-08-16_1515,11451
2017-08-16_1530,11451
2017-08-16_1545,11451
2017-08-16_1600,11451
2017-08-16_1615,11452
2017-08-16_1630,11452
2017-08-16_1645,11452
2017-08-16_1700,11452
2017-08-16_1715,11455
2017-08-16_1730,11455
2017-08-16_1745,11455
2017-08-16_1800,11455
2017-08-16_1815,11455
2017-08-16_1830,11455
2017-08-16_1845,11455
2017-08-16_1900,11455
2017-08-16_1915,11453
2017-08-16_1930,11453
2017-08-16_1945,11453
2017-08-16_2000,11453
2017-08-16_2015,11453
2017-08-16_2030,11453
2017-08-16_2045,11453
2017-08-16_2100,11453
2017-08-16_2115,11456
2017-08-16_2130,11456
2017-08-16_2145,11456
2017-08-16_2200,11456
2017-08-16_2215,11456
2017-08-16_2230,11456
2017-08-16_2245,11456
2017-08-16_2300,11456
2017-08-16_2315,11459
2017-08-16_2330,11459
2017-08-16_2345,11459
2017-08-17_0000,11459
2017-08-17_0015,11459
2017-08-17_0030,11459
2017-08-17_0045,11459
2017-08-17_0100,11459
2017-08-17_0115,11460
2017-08-17_0130,11460
2017-08-17_0145,11460
2017-08-17_0200,11460
2017-08-17_0215,11460
2017-08-17_0230,11460
2017-08-17_0245,11460
2017-08-17_0300,11460
2017-08-17_0315,11454
2017-08-17_0330,11454
2017-08-17_0345,11454
2017-08-17_0400,11454
2017-08-17_0415,11454
2017-08-17_0430,11454
2017-08-17_0445,11454
2017-08-17_0500,11454
2017-08-17_0515,11453
2017-08-17_0530,11453
2017-08-17_0545,11453
2017-08-17_0600,11453
2017-08-17_0615,11453
2017-08-17_0630,11453
2017-08-17_0645,11453
2017-08-17_0700,11453
2017-08-17_0715,11452
2017-08-17_0730,11452
2017-08-17_0745,11452
2017-08-17_0800,11452
2017-08-17_0815,11452
2017-08-17_0830,11452
2017-08-17_0845,11452
2017-08-17_0900,11452
2017-08-17_0915,11449
2017-08-17_0930,11449
2017-08-17_0945,11448
2017-08-17_1000,11448
2017-08-17_1015,11448
2017-08-17_1030,11448
2017-08-17_1045,11448
2017-08-17_1100,11448
2017-08-17_1115,11451
2017-08-17_1130,11451
2017-08-17_1145,11451
2017-08-17_1200,11451
2017-08-17_1215,11451
2017-08-17_1230,11451
2017-08-17_1245,11451
2017-08-17_1300,11451
2017-08-17_1315,11451
2017-08-17_1330,11451
2017-08-17_1345,11451
2017-08-17_1400,11451
2017-08-17_1415,11451
2017-08-17_1430,11451
2017-08-17_1446,11451
2017-08-17_1500,11451
2017-08-17_1515,11451
2017-08-17_1530,11451
2017-08-17_1545,11451
2017-08-17_1600,11451
2017-08-17_1615,11451
2017-08-17_1630,11451
2017-08-17_1645,11451
2017-08-17_1700,11451
2017-08-17_1715,11451
2017-08-17_1730,11451
2017-08-17_1745,11451
2017-08-17_1800,11451
2017-08-17_1815,11451
2017-08-17_1830,12300
2017-08-17_1845,12300
2017-08-17_1900,12300
2017-08-17_1915,12293
2017-08-17_1930,12293
2017-08-17_1945,12293
2017-08-17_2000,12293
2017-08-17_2015,12293
2017-08-17_2030,12293
2017-08-17_2045,12293
2017-08-17_2100,12293
2017-08-17_2115,12292
2017-08-17_2130,12292
2017-08-17_2145,12292
2017-08-17_2200,12292
2017-08-17_2215,12292
2017-08-17_2230,12292
2017-08-17_2245,12292
2017-08-17_2300,12292
2017-08-17_2315,12294
2017-08-17_2330,12294
2017-08-17_2345,12294
2017-08-18_0000,12294
2017-08-18_0015,12295
2017-08-18_0030,12296
2017-08-18_0045,12296
2017-08-18_0100,12296
2017-08-18_0115,12292
2017-08-18_0130,12292
2017-08-18_0145,12292
2017-08-18_0200,12292
2017-08-18_0215,12292
2017-08-18_0230,12292
2017-08-18_0245,12292
2017-08-18_0300,12292
2017-08-18_0315,12296
2017-08-18_0330,12296
2017-08-18_0345,12296
2017-08-18_0400,12296
2017-08-18_0415,12296
2017-08-18_0430,12296
2017-08-18_0445,12296
2017-08-18_0500,12296
2017-08-18_0515,12291
2017-08-18_0530,12291
2017-08-18_0545,12291
2017-08-18_0600,12291
2017-08-18_0615,12291
2017-08-18_0630,12291
2017-08-18_0645,12291
2017-08-18_0700,12291
2017-08-18_0715,12290
2017-08-18_0730,12290
2017-08-18_0745,12290
2017-08-18_0800,12290
2017-08-18_0815,12290
2017-08-18_0830,12290
2017-08-18_0845,12291
2017-08-18_0900,12291
2017-08-18_0915,12290
2017-08-18_0930,12290
2017-08-18_0945,12290
2017-08-18_1000,12290
2017-08-18_1015,12290
2017-08-18_1030,12290
2017-08-18_1045,12290
2017-08-18_1100,12290
2017-08-18_1115,12284
2017-08-18_1130,12284
2017-08-18_1145,12284
2017-08-18_1200,12284
2017-08-18_1215,12284
2017-08-18_1230,12284
2017-08-18_1245,12284
2017-08-18_1300,12284
2017-08-18_1315,12285
2017-08-18_1330,12285
2017-08-18_1345,12285
2017-08-18_1400,12285
2017-08-18_1415,12285
2017-08-18_1430,12285
2017-08-18_1445,12285
2017-08-18_1500,12285
2017-08-18_1515,12278
2017-08-18_1530,12278
2017-08-18_1545,12278
2017-08-18_1600,12278
2017-08-18_1615,12278
2017-08-18_1630,12278
2017-08-18_1645,12278
2017-08-18_1700,12278
2017-08-18_1715,12286
2017-08-18_1730,12286
2017-08-18_1745,12286
2017-08-18_1800,12286
2017-08-18_1815,12286
2017-08-18_1830,12286
2017-08-18_1845,12286
2017-08-18_1900,12286
2017-08-18_1915,10668
2017-08-18_1930,10668
2017-08-18_1945,10668
2017-08-18_2000,10668
2017-08-18_2015,10668
2017-08-18_2030,10668
2017-08-18_2045,10668
2017-08-18_2100,10668
2017-08-18_2115,10669
2017-08-18_2130,10669
2017-08-18_2145,10669
2017-08-18_2200,10669
2017-08-18_2215,10669
2017-08-18_2230,10669
2017-08-18_2245,10669
2017-08-18_2300,10668
2017-08-18_2315,10668
2017-08-18_2330,10668
2017-08-18_2345,10668
2017-08-19_0000,10668
2017-08-19_0015,10668
2017-08-19_0030,10668
2017-08-19_0045,10668
2017-08-19_0100,10668
2017-08-19_0115,10668
2017-08-19_0130,10668
2017-08-19_0145,10668
2017-08-19_0200,10668
2017-08-19_0215,10668
2017-08-19_0230,10668
2017-08-19_0245,10668
2017-08-19_0300,10668
2017-08-19_0315,10664
2017-08-19_0330,10664
2017-08-19_0345,10664
2017-08-19_0400,10664
2017-08-19_0415,10664
2017-08-19_0430,10664
2017-08-19_0445,10664
2017-08-19_0500,10664
2017-08-19_0515,10667
2017-08-19_0530,10668
2017-08-19_0545,10668
2017-08-19_0600,10668
2017-08-19_0615,10668
2017-08-19_0630,10032
2017-08-19_0645,10032
2017-08-19_0700,10032
2017-08-19_0715,10030
2017-08-19_0730,10030
2017-08-19_0745,10030
2017-08-19_0800,10030
2017-08-19_0815,10030
2017-08-19_0830,10030
2017-08-19_0845,10031
2017-08-19_0900,10031
2017-08-19_0915,10034
2017-08-19_0930,10034
2017-08-19_0945,10034
2017-08-19_1000,10034
2017-08-19_1015,10034
2017-08-19_1030,10034
2017-08-19_1045,10034
2017-08-19_1100,10034
2017-08-19_1115,10033
2017-08-19_1130,10033
2017-08-19_1145,10033
2017-08-19_1200,10033
2017-08-19_1215,10033
2017-08-19_1230,10033
2017-08-19_1245,10033
2017-08-19_1300,10033
2017-08-19_1315,10027
2017-08-19_1330,10027
2017-08-19_1345,10027
2017-08-19_1400,10028
2017-08-19_1415,10028
2017-08-19_1430,10028
2017-08-19_1445,10028
2017-08-19_1500,10028
2017-08-19_1515,10029
2017-08-19_1530,10029
2017-08-19_1545,10029
2017-08-19_1600,10029
2017-08-19_1615,10029
2017-08-19_1630,10029
2017-08-19_1645,10029
2017-08-19_1700,10029
2017-08-19_1715,10030
2017-08-19_1730,10030
2017-08-19_1745,10030
2017-08-19_1800,10030
2017-08-19_1815,10031
2017-08-19_1830,10031
2017-08-19_1845,10031
2017-08-19_1900,10031
2017-08-19_1915,10029
2017-08-19_1930,10029
2017-08-19_1945,10029
2017-08-19_2000,9258
2017-08-19_2015,9258
2017-08-19_2030,9258
2017-08-19_2045,9258
2017-08-19_2100,9258
2017-08-19_2115,9257
2017-08-19_2130,9257
2017-08-19_2145,9257
2017-08-19_2200,9256
2017-08-19_2215,9257
2017-08-19_2230,9257
2017-08-19_2245,9257
2017-08-19_2300,9257
2017-08-19_2315,9255
2017-08-19_2330,9255
2017-08-19_2345,9255
2017-08-20_0000,9255
2017-08-20_0015,9255
2017-08-20_0030,9255
2017-08-20_0045,9255
2017-08-20_0100,9255
2017-08-20_0115,9254
2017-08-20_0130,9254
2017-08-20_0145,9253
2017-08-20_0200,9253
2017-08-20_0215,9253
2017-08-20_0230,9253
2017-08-20_0245,9253
2017-08-20_0300,9253
2017-08-20_0315,9253
2017-08-20_0330,9253
2017-08-20_0345,9253
2017-08-20_0400,9253
2017-08-20_0415,9254
2017-08-20_0430,9254
2017-08-20_0445,9254
2017-08-20_0500,9254
2017-08-20_0515,9251
2017-08-20_0530,9251
2017-08-20_0545,9251
2017-08-20_0600,9251
2017-08-20_0615,9251
2017-08-20_0630,9251
2017-08-20_0645,9252
2017-08-20_0700,9252
2017-08-20_0715,9254
2017-08-20_0730,9254
2017-08-20_0745,9254
2017-08-20_0800,9254
2017-08-20_0815,9255
2017-08-20_0830,9255
2017-08-20_0845,9255
2017-08-20_0900,9255
2017-08-20_0915,9257
2017-08-20_0930,9257
2017-08-20_0945,9257
2017-08-20_1000,9257
2017-08-20_1015,9257
2017-08-20_1030,9257
2017-08-20_1045,9257
2017-08-20_1100,9257
2017-08-20_1115,9257
2017-08-20_1130,9257
2017-08-20_1145,9257
2017-08-20_1200,9257
2017-08-20_1215,9257
2017-08-20_1230,9257
2017-08-20_1245,9257
2017-08-20_1300,9257
2017-08-20_1315,9255
2017-08-20_1330,9255
2017-08-20_1345,9255
2017-08-20_1400,9255
2017-08-20_1415,9255
2017-08-20_1430,9255
2017-08-20_1445,9255
2017-08-20_1500,9255
2017-08-20_1515,9256
2017-08-20_1530,9256
2017-08-20_1545,9256
2017-08-20_1600,9256
2017-08-20_1615,9255
2017-08-20_1630,9255
2017-08-20_1645,9255
2017-08-20_1700,9255
2017-08-20_1715,9253
2017-08-20_1730,9253
2017-08-20_1745,9253
2017-08-20_1800,9253
2017-08-20_1815,9253
2017-08-20_1830,9253
2017-08-20_1845,9253
2017-08-20_1900,9253
2017-08-20_1915,9256
2017-08-20_1930,9256
2017-08-20_1945,9256
2017-08-20_2000,9256
2017-08-20_2015,9256
2017-08-20_2030,9256
2017-08-20_2045,9256
2017-08-20_2100,9256
2017-08-20_2115,9257
2017-08-20_2130,9257
2017-08-20_2145,9257
2017-08-20_2200,9257
2017-08-20_2215,9257
2017-08-20_2230,9257
2017-08-20_2245,9257
2017-08-20_2300,9257
2017-08-20_2315,9257
2017-08-20_2330,9257
2017-08-20_2345,9257
2017-08-21_0000,9257
2017-08-21_0015,9257
2017-08-21_0030,9257
2017-08-21_0045,9257
2017-08-21_0100,9257
2017-08-21_0115,9259
2017-08-21_0130,9259
2017-08-21_0145,9259
2017-08-21_0200,9259
2017-08-21_0215,9259
2017-08-21_0230,9259
2017-08-21_0245,9258
2017-08-21_0300,9258
2017-08-21_0315,9255
2017-08-21_0330,9255
2017-08-21_0345,9255
2017-08-21_0400,9255
2017-08-21_0415,9255
2017-08-21_0430,9255
2017-08-21_0445,9255
2017-08-21_0500,9255
2017-08-21_0515,9257
2017-08-21_0530,9257
2017-08-21_0545,9256
2017-08-21_0600,9256
2017-08-21_0615,9256
2017-08-21_0630,9256
2017-08-21_0645,9256
2017-08-21_0700,9256
2017-08-21_0715,9255
2017-08-21_0730,9255
2017-08-21_0745,9255
2017-08-21_0800,9255
2017-08-21_0815,9255
2017-08-21_0830,9255
2017-08-21_0845,9255
2017-08-21_0900,9255
2017-08-21_0915,9253
2017-08-21_0930,9253
2017-08-21_0945,9253
2017-08-21_1000,9253
2017-08-21_1015,9253
2017-08-21_1030,9253
2017-08-21_1045,9253
2017-08-21_1100,9253
2017-08-21_1115,9253
2017-08-21_1130,9253
2017-08-21_1145,9253
2017-08-21_1200,9253
2017-08-21_1215,9253
2017-08-21_1230,9253
2017-08-21_1245,9253
2017-08-21_1300,9253
2017-08-21_1315,9249
2017-08-21_1330,9249
2017-08-21_1345,9249
2017-08-21_1400,9249
2017-08-21_1415,9249
2017-08-21_1430,9249
2017-08-21_1445,9249
2017-08-21_1500,9249
2017-08-21_1515,9247
2017-08-21_1530,9247
2017-08-21_1545,9247
2017-08-21_1600,9247
2017-08-21_1615,9246
2017-08-21_1630,9246
2017-08-21_1645,9246
2017-08-21_1700,9246
2017-08-21_1715,9249
2017-08-21_1730,9249
2017-08-21_1745,9249
2017-08-21_1800,9249
2017-08-21_1815,9248
2017-08-21_1830,10258
2017-08-21_1845,10232
2017-08-21_1900,10232
2017-08-21_1915,10238
2017-08-21_1930,10238
2017-08-21_1945,9376
2017-08-21_2000,9376
2017-08-21_2015,9377
2017-08-21_2030,9377
2017-08-21_2045,9377
2017-08-21_2100,9377
2017-08-21_2115,9379
2017-08-21_2130,9379
2017-08-21_2145,9379
2017-08-21_2200,9379
2017-08-21_2215,9380
2017-08-21_2230,9380
2017-08-21_2245,9380
2017-08-21_2300,9380
2017-08-21_2315,9393
2017-08-21_2330,9205
2017-08-21_2345,9205
2017-08-22_0000,9205
2017-08-22_0015,9205
2017-08-22_0030,9205
2017-08-22_0045,9205
2017-08-22_0100,9205
2017-08-22_0115,9209
2017-08-22_0130,9209
2017-08-22_0145,9209
2017-08-22_0200,9209
2017-08-22_0215,9209
2017-08-22_0230,9208
2017-08-22_0245,9208
2017-08-22_0300,9208
2017-08-22_0315,9210
2017-08-22_0330,9210
2017-08-22_0345,9210
2017-08-22_0400,9210
2017-08-22_0415,9210
2017-08-22_0445,9210
2017-08-22_0500,9210
2017-08-22_0515,9209
2017-08-22_0530,9209
2017-08-22_0545,9209
2017-08-22_0600,9209
2017-08-22_0615,9209
2017-08-22_0630,9209
2017-08-22_0645,9209
2017-08-22_0700,9209
2017-08-22_0715,9205
2017-08-22_0730,9205
2017-08-22_0745,9205
2017-08-22_0800,9206
2017-08-22_0815,9206
2017-08-22_0830,9206
2017-08-22_0845,9206
2017-08-22_0900,9206
2017-08-22_0915,9209
2017-08-22_0930,9209
2017-08-22_0945,9209
2017-08-22_1000,9209
2017-08-22_1015,9209
2017-08-22_1030,9209
2017-08-22_1045,9209
2017-08-22_1100,9209
2017-08-22_1115,9206
2017-08-22_1130,9206
2017-08-22_1145,9206
2017-08-22_1200,9206
2017-08-22_1215,9206
2017-08-22_1230,9206
2017-08-22_1245,9206
2017-08-22_1300,9206
2017-08-22_1315,9213
2017-08-22_1330,9213
2017-08-22_1345,9213
2017-08-22_1400,9213
2017-08-22_1415,9213
2017-08-22_1430,9213
2017-08-22_1445,9213
2017-08-22_1500,9213
2017-08-22_1515,9210
2017-08-22_1530,9210
2017-08-22_1545,9210
2017-08-22_1600,9210
2017-08-22_1615,9210
2017-08-22_1630,9210
2017-08-22_1645,9210
2017-08-22_1700,9210
2017-08-22_1715,9213
2017-08-22_1730,9213
2017-08-22_1745,8691
2017-08-22_1800,8691
2017-08-22_1815,8691
2017-08-22_1830,8691
2017-08-22_1845,8691
2017-08-22_1900,8691
2017-08-22_1915,8693
2017-08-22_1930,8693
2017-08-22_1945,8693
2017-08-22_2000,8693
2017-08-22_2015,8693
2017-08-22_2030,8693
2017-08-22_2045,8693
2017-08-22_2100,8693
2017-08-22_2115,8695
2017-08-22_2130,8695
2017-08-22_2145,8695
2017-08-22_2200,8695
2017-08-22_2215,8695
2017-08-22_2230,9782
2017-08-22_2245,9782
2017-08-22_2300,9782
2017-08-22_2315,9783
2017-08-22_2330,9783
2017-08-22_2345,9783
2017-08-23_0000,9783
2017-08-23_0015,9783
2017-08-23_0030,9783
2017-08-23_0045,9783
2017-08-23_0101,9783
2017-08-23_0115,9782
2017-08-23_0130,9782
2017-08-23_0145,9782
2017-08-23_0200,9782
2017-08-23_0215,9782
2017-08-23_0230,9782
2017-08-23_0245,9782
2017-08-23_0300,9782
2017-08-23_0315,9779
2017-08-23_0330,9779
2017-08-23_0345,9779
2017-08-23_0400,9779
2017-08-23_0415,9778
2017-08-23_0430,9778
2017-08-23_0445,9778
2017-08-23_0500,9778
2017-08-23_0515,9778
2017-08-23_0530,9778
2017-08-23_0545,9778
2017-08-23_0600,9778
2017-08-23_0615,9778
2017-08-23_0630,9778
2017-08-23_0645,9778
2017-08-23_0700,9778
2017-08-23_0715,9778
2017-08-23_0730,9778
2017-08-23_0745,9778
2017-08-23_0800,9778
2017-08-23_0815,9778
2017-08-23_0830,9778
2017-08-23_0845,9778
2017-08-23_0900,9778
2017-08-23_0915,9779
2017-08-23_0930,9779
2017-08-23_0945,9779
2017-08-23_1000,9779
2017-08-23_1015,9779
2017-08-23_1030,9779
2017-08-23_1045,9779
2017-08-23_1100,9779
2017-08-23_1115,9779
2017-08-23_1130,9779
2017-08-23_1145,9779
2017-08-23_1200,9779
2017-08-23_1215,9779
2017-08-23_1230,9779
2017-08-23_1245,9779
2017-08-23_1300,9779
2017-08-23_1315,9779
2017-08-23_1330,9779
2017-08-23_1345,9779
2017-08-23_1400,9779
2017-08-23_1415,9779
2017-08-23_1430,9779
2017-08-23_1445,9779
2017-08-23_1500,9779
2017-08-23_1515,9775
2017-08-23_1530,9775
2017-08-23_1545,9775
2017-08-23_1600,9775
2017-08-23_1615,9775
2017-08-23_1630,9775
2017-08-23_1645,9775
2017-08-23_1700,9775
2017-08-23_1715,9778
2017-08-23_1730,9778
2017-08-23_1745,9778
2017-08-23_1800,8936
2017-08-23_1815,8936
2017-08-23_1830,8936
2017-08-23_1845,8936
2017-08-23_1900,8937
2017-08-23_1915,8935
2017-08-23_1930,8935
2017-08-23_1945,8935
2017-08-23_2000,8935
2017-08-23_2015,8935
2017-08-23_2030,8936
2017-08-23_2045,8936
2017-08-23_2100,8936
2017-08-23_2115,8934
2017-08-23_2130,8933
2017-08-23_2145,8933
2017-08-23_2200,8933
2017-08-23_2215,8933
2017-08-23_2230,8933
2017-08-23_2245,8933
2017-08-23_2300,8933
2017-08-23_2315,8931
2017-08-23_2330,8931
2017-08-23_2345,10053
2017-08-24_0000,10053
2017-08-24_0015,10053
2017-08-24_0030,10053
2017-08-24_0045,10053
2017-08-24_0100,10053
2017-08-24_0115,10050
2017-08-24_0130,10050
2017-08-24_0145,10050
2017-08-24_0200,10050
2017-08-24_0215,10050
2017-08-24_0230,10050
2017-08-24_0245,10050
2017-08-24_0300,10050
2017-08-24_0315,10047
2017-08-24_0330,10047
2017-08-24_0345,10047
2017-08-24_0400,10047
2017-08-24_0415,10047
2017-08-24_0430,10047
2017-08-24_0445,10047
2017-08-24_0500,10047
2017-08-24_0515,10048
2017-08-24_0530,10048
2017-08-24_0545,10048
2017-08-24_0600,10048
2017-08-24_0615,10048
2017-08-24_0630,10048
2017-08-24_0645,10048
2017-08-24_0700,10048
2017-08-24_0715,10047
2017-08-24_0730,10047
2017-08-24_0745,10047
2017-08-24_0800,10047
2017-08-24_0815,10047
2017-08-24_0830,10047
2017-08-24_0845,10047
2017-08-24_0900,10047
2017-08-24_0915,10048
2017-08-24_0930,10048
2017-08-24_0945,10048
2017-08-24_1000,10048
2017-08-24_1015,10048
2017-08-24_1030,10048
2017-08-24_1045,10048
2017-08-24_1100,10048
2017-08-24_1115,10045
2017-08-24_1130,10045
2017-08-24_1145,10045
2017-08-24_1200,10045
2017-08-24_1215,10044
2017-08-24_1230,10044
2017-08-24_1245,10044
2017-08-24_1300,10044
2017-08-24_1315,10041
2017-08-24_1330,10041
2017-08-24_1345,10041
2017-08-24_1400,10041
2017-08-24_1415,10041
2017-08-24_1430,10041
2017-08-24_1445,10041
2017-08-24_1500,10041
2017-08-24_1515,10040
2017-08-24_1530,10040
2017-08-24_1545,10040
2017-08-24_1600,10040
2017-08-24_1615,10041
2017-08-24_1630,10041
2017-08-24_1645,10041
2017-08-24_1700,10041
2017-08-24_1716,10040
2017-08-24_1730,10040
2017-08-24_1745,10040
